DATE,BAR NUMBER,DESCRIPTION
2017-12-8,16,-
2017-12-8,17,-
2017-12-8,18,-
2017-12-8,19,-
2017-12-8,20,-
2017-12-8,21,-
2017-12-8,22,-
2017-12-8,23,"HH MTR, f BO Tuesday’s high, 2nd entry S, PH, ok S"
2017-12-8,24,-
2017-12-8,25,"CC BRB, AIS, but bottom of TRD so LPS"
2017-12-8,26,"20GB B, F bear BO, back to AIL, but top of TR"
2017-12-8,27,-
2017-12-8,28,-
2017-12-8,29,"DT 20, but BB, should get above Tues H, but prob weak bull trend"
2017-12-8,30,-
2017-12-8,31,"BP B, AIL, but weak rally so might not reach MMU"
2017-12-8,32,-
2017-12-8,33,-
2017-12-8,34,-
2017-12-8,35,-
2017-12-8,36,-
2017-12-8,37,-
2017-12-8,38,"PW 29 34, but SPBL with biggest PB only 5t, BB. Small BLB in rally so prob not much more up"
2017-12-8,39,-
2017-12-8,40,-
2017-12-8,41,-
2017-12-8,42,-
2017-12-8,43,"MA PB, AIL, but prob SA 38"
2017-12-8,44,-
2017-12-8,45,-
2017-12-8,46,-
2017-12-8,47,"W 19 37, PH, good BRB, ok S, but MRV"
2017-12-8,48,-
2017-12-8,49,-
2017-12-8,50,-
2017-12-8,51,-
2017-12-8,52,"DB 43 just above LTR. TTRD, 60% chance of PB at least 1t below 29 H at top of LTR, but might test top of UTR 1st. Prob DD with C around Tues major LH"
2017-12-8,53,"DB 43 but 7 BBRMC, SA"
2017-12-8,54,-
2017-12-8,55,-
2017-12-8,56,-
2017-12-8,57,-
2017-12-8,58,"BR BO and FT, AIS, more down, but BB 31 bottom of BL CH, and continued TRD"
2017-12-8,59,-
2017-12-8,60,"BP S but BLB around 31 bottom of CH, BB"
2017-12-11,1,"W 71 78 HH MTR, F BO HOY, PH, but doji, TC, AIL, SS2"
2017-12-11,2,-
2017-12-11,3,"H1 ORV up from HOY, PL, AIL, but TTR, top of TR"
2017-12-11,4,-
2017-12-11,5,-
2017-12-11,6,"cc good BLB, BO, AIL, BTC, but PW 78 1, only B if WSS"
2017-12-11,7,"f BO HOYI 23s but doji, 2 strong BLB, SS2, BTC, BB"
2017-12-11,8,-
2017-12-11,9,"F BO HOY 2es, 2es, bear ioi, 17t 3, top of 4 day CH, PW 78 1, PH, but TR so MRV"
2017-12-11,10,-
2017-12-11,11,"doji so not 3rd cc BRB, but prob AIS since reversal down from top of 4 day TR. TC up from 76 so BDUC. Should bounce soon, and bears will need LH MTR. BL need DB, and a measured move up"">DBBF"
2017-12-11,12,-
2017-12-11,13,"BLB COH, but middle of likely TR, BB2"
2017-12-11,14,-
2017-12-11,15,-
2017-12-11,16,-
2017-12-11,17,"LH MR but nebm. Still AIS, ok swing S for HOD 9. Odds favor new LOD"
2017-12-11,18,-
2017-12-11,19,-
2017-12-11,20,-
2017-12-11,21,"H2 12m but 3 BRB, MRV. BL need 2t BO above 18, else more TR likely"
2017-12-11,22,"CC strong BLB, should test 18 SX H. BOM"
2017-12-11,23,-
2017-12-11,24,-
2017-12-11,25,-
2017-12-11,26,"DT LH MTR but 6 BWBR, LPS"
2017-12-11,27,-
2017-12-11,28,"H1, AIL, but DT 16, BB2"
2017-12-11,29,-
2017-12-11,30,-
2017-12-11,31,"BP B, AIL, but top of TRD"
2017-12-11,32,-
2017-12-11,33,-
2017-12-11,34,"LH MTR, BRB, but TC, AIL, BB"
2017-12-11,35,"BP B, AIL, odds favor new H, but weak rally so far"
2017-12-11,36,-
2017-12-11,37,-
2017-12-11,38,-
2017-12-11,39,-
2017-12-11,40,"HH MTR, SCT from 21 22 BO, but SPBL, MRV, SS2"
2017-12-11,41,"BP B, AIL, SPBL, LBR not making money, prob at least a little Hr, but BLTR"
2017-12-11,42,-
2017-12-11,43,-
2017-12-11,44,-
2017-12-11,45,"F BO TC 24 to 40, EG 44, but MRV"
2017-12-11,46,-
2017-12-11,47,-
2017-12-11,48,-
2017-12-11,49,-
2017-12-11,50,-
2017-12-11,51,-
2017-12-11,52,-
2017-12-11,53,BP B but SA for 2LSD to 51 L or 30 L
2017-12-11,54,-
2017-12-11,55,-
2017-12-11,56,-
2017-12-11,57,-
2017-12-11,58,"LH, but MRV, TTR, LOM. Should test 51 L and maybe 30 L before EOD since TR since then"
2017-12-11,59,-
2017-12-11,60,-
2017-12-11,61,-
2017-12-11,62,-
2017-12-11,63,-
2017-12-11,64,-
2017-12-11,65,"DB 41 51 HL, but TTRNS, MGB 30 L and 20 L. AIL, but unlikely to go far UD since late in small day"
2017-12-11,66,-
2017-12-11,67,-
2017-12-11,68,-
2017-12-11,69,-
2017-12-11,70,-
2017-12-11,71,-
2017-12-11,72,-
2017-12-11,73,"H2 51, FBO 70, but NHPS, wft"
2017-12-12,1,"BRB after Y BTC, f BO HOY, PH, but 10 BBLMC, BB, TRO"
2017-12-12,2,"H1 but doji after strong BRB, SA, TTR"
2017-12-12,3,MDT but BLB
2017-12-12,4,-
2017-12-12,5,"H2, AIL, ATH mga, but BRB"
2017-12-12,6,-
2017-12-12,7,"FF h2, f BO HOY, good S SB, PH, but strong 6, ATH MGA, ok to wait to S"
2017-12-12,8,"BP B, ATH MGA, AIL, but tail, BRB 7, weak rally so far"
2017-12-12,9,-
2017-12-12,10,-
2017-12-12,11,"W 3 7, weak rally, PH, but BLB, TC, ATH MGA, LPS"
2017-12-12,12,-
2017-12-12,13,"H1, ATH MGA, but weak rally, poss DT with last week’s ATH, weak B"
2017-12-12,14,-
2017-12-12,15,"BP B, AIL, TC, MGA, but BRB, poss LBR SA"
2017-12-12,16,-
2017-12-12,17,-
2017-12-12,18,"F BO ATH, F BO above TC, BRB, PH, but TC, MRV, 1t BRB, SPBL, BB, SS2"
2017-12-12,19,-
2017-12-12,20,"BP B, AIL, SPBL, but weak rally and can enter TR at any time"
2017-12-12,21,-
2017-12-12,22,"F BO ATH, MDT, but 2 BLB, BB"
2017-12-12,23,-
2017-12-12,24,-
2017-12-12,25,MDT 26 but TTR more likely than BR. Prob LOM. Wait to B closer to MA
2017-12-12,26,-
2017-12-12,27,"BP B, ok B 2LU likely, but prob FF and TR soon"
2017-12-12,28,-
2017-12-12,29,-
2017-12-12,30,-
2017-12-12,31,-
2017-12-12,32,-
2017-12-12,33,-
2017-12-12,34,"FF 31 TTR, but BSLO. Should go SD to near MA soon"
2017-12-12,35,-
2017-12-12,36,"F BR BO, 20GB, AIL, but BUDC, fell below 23 H BOP by 2t, LPB"
2017-12-12,37,-
2017-12-12,38,"BP S, 2LD likely after 36 Give Up bar, but might go SW for 5 – 10 bars 1st"
2017-12-12,39,BP B but give up bar more likely than f BO and BL TRES
2017-12-12,40,-
2017-12-12,41,-
2017-12-12,42,-
2017-12-12,43,-
2017-12-12,44,"Tri 37 41, ok swing B, but still might get 2LD 36"
2017-12-12,45,-
2017-12-12,46,-
2017-12-12,47,"LH MTR, ok swing S, but TTRNS"
2017-12-12,48,-
2017-12-12,49,-
2017-12-12,50,"DB 44 but top of TTR, LPB"
2017-12-12,51,-
2017-12-12,52,-
2017-12-12,53,-
2017-12-12,54,-
2017-12-12,55,"DB 36, AIL, but room to bottom of 5 day ch, ATH just below so MGB and might go SD to TGTB"
2017-12-12,56,-
2017-12-12,57,-
2017-12-12,58,-
2017-12-12,59,-
2017-12-12,60,-
2017-12-12,61,"DT LH MTR but 7 BBLMF, BB. Might get deep PB to bottom of CH since TR"
2017-12-12,62,-
2017-12-12,63,-
2017-12-12,64,"50% PB from BO above DT, AIL, poss bull TRES, but 3 BRB, middle of TR, might get 2nd leg down to bottom of 5 day BL CH"
2017-12-12,65,-
2017-12-12,66,"DT LH MTR 45, Tri 45 61, AIL, doji, LPS"
2017-12-12,67,-
2017-12-12,68,-
2017-12-12,69,"DB HL 68, but 3 BRB, 5 day bull TL just below, NPS"
2017-12-12,70,-
2017-12-12,71,-
2017-12-12,72,"BP S but bottom half of TR, unlikely to fall all of the way to the OOD"
2017-12-13,1,"big BLB, BO of Y BR CH, AIL, but top of Y TR. FOMC 11 am"
2017-12-13,2,"BLB FT, AIL, BB, but top of TR"
2017-12-13,3,"f BO HOY, good BRB, but 2 strong BLB, AIL, so BB, SS2"
2017-12-13,4,"BP B but doji after big BRB, weak H1"
2017-12-13,5,-
2017-12-13,6,"f BO HOY 2es, ok swing S for HOD, but many reversals so prob SW 1st. might stay in Y TR until FOMC"
2017-12-13,7,-
2017-12-13,8,-
2017-12-13,9,-
2017-12-13,10,-
2017-12-13,11,"Tri 4 8, AIL, BOM, PH 4 and PL 1, Ok swing B or S, but HPW"
2017-12-13,12,-
2017-12-13,13,-
2017-12-13,14,-
2017-12-13,15,"F BO 6, ph, but doji, 3 BLB, SS2"
2017-12-13,16,-
2017-12-13,17,-
2017-12-13,18,"ii in BL CH, ok B but TTR, BBLO below 18"
2017-12-13,19,-
2017-12-13,20,-
2017-12-13,21,"DT but doji, AIL, weak BL CH, BB"
2017-12-13,22,-
2017-12-13,23,-
2017-12-13,24,-
2017-12-13,25,"ledge (tri) top, f BO HOY, ii, but TTRNS, doji S SB, LOM"
2017-12-13,26,-
2017-12-13,27,-
2017-12-13,28,-
2017-12-13,29,-
2017-12-13,30,"F BO ledge top, HH MTR with HOY being prior H in 5 day BLT, PH, but TTRNS"
2017-12-13,31,"big BRB COL, GUBR, AIS, 2LSD"
2017-12-13,32,"F BO HOD and 18 bar range, but doji, SA"
2017-12-13,33,-
2017-12-13,34,"F BO 2eb, DB 1, PL, 18t below 30, but MRV, LBL 28 scaling in, but SA around MA, 28 L, 50% PB"
2017-12-13,35,-
2017-12-13,36,-
2017-12-13,37,"DTBF 33, AIs, but MGA MA, 28 L, HOY, 50% PB"
2017-12-13,38,-
2017-12-13,39,"PW 27 34, ok B SB, f BO LOD, but TC, COY MGB, AIS, LP B"
2017-12-13,40,-
2017-12-13,41,"BP S, COY MGB, AIS, but 2 good BLB, TR likely"
2017-12-13,42,-
2017-12-13,43,-
2017-12-13,44,-
2017-12-13,45,-
2017-12-13,46,-
2017-12-13,47,-
2017-12-13,48,-
2017-12-13,49,-
2017-12-13,50,"F BO W 34 39 46, test COY, but report 11 am, btw"
2017-12-13,51,-
2017-12-13,52,-
2017-12-13,53,-
2017-12-13,54,-
2017-12-13,55,"big BLB on FOMC report, but 50% chance of reversal, btw"
2017-12-13,56,-
2017-12-13,57,-
2017-12-13,58,-
2017-12-13,59,-
2017-12-13,60,"Tri 56 57 59, AIL, BOM, NPS"
2017-12-13,61,-
2017-12-13,62,-
2017-12-13,63,"BP B, AIL, bull ii, but top of TRD"
2017-12-13,64,-
2017-12-13,65,"DT LH but TC, AIL, LPS"
2017-12-13,66,-
2017-12-13,67,-
2017-12-13,68,-
2017-12-13,69,-
2017-12-13,70,"DB 59 but cc big BRB, OOD MGB, LPB"
2017-12-13,71,"BP S, should test OOD. BR want BRB on daily for S SB"
2017-12-14,1,"bull doji in middle of Y TR, poss LOM"
2017-12-14,2,-
2017-12-14,3,"BP S should test below LOY since Y is S SB on daily. But, 5 BLB on daily so prob BB. Poss OU day today. Prob TRD"
2017-12-14,4,"MBD, test of LOY, but prob SA for BO below LOY, or more of a test down"
2017-12-14,5,-
2017-12-14,6,-
2017-12-14,7,-
2017-12-14,8,"BP B, PL, AIL form 5 6 cc BLB, but middle of TRD, LOM, BOM, LOY MGB, HPW"
2017-12-14,9,-
2017-12-14,10,"DT 2, but doji, LOM, AIL, BB"
2017-12-14,11,-
2017-12-14,12,-
2017-12-14,13,"another B SB above MA, AIL, but top of TTR, LOY MGB, BOM, HPW"
2017-12-14,14,-
2017-12-14,15,-
2017-12-14,16,"Tri 2 9 12, but 2 dojis, AIL, LPS, BOM, HPW"
2017-12-14,17,"Big OD at bar 18, prob AIS for test below LOD and LOY, ok S"
2017-12-14,18,-
2017-12-14,19,"FT, STC, but prob BB not far below LOY since 60m 20GB B"
2017-12-14,20,-
2017-12-14,21,-
2017-12-14,22,-
2017-12-14,23,"still STC but 7 BRB, bottom of W ch, just above MMT, should bounce soon, SS3"
2017-12-14,24,"W 50 78, f BO LOY and 60ma, PL, but 6 cc BRB so MRV likely"
2017-12-14,25,-
2017-12-14,26,-
2017-12-14,27,-
2017-12-14,28,-
2017-12-14,29,-
2017-12-14,30,"BP S, 50% PB to MA, but 8 BBLMC strong RV, LBLM 5 L, AIL, BB. TTRD likely"
2017-12-14,31,-
2017-12-14,32,-
2017-12-14,33,-
2017-12-14,34,-
2017-12-14,35,-
2017-12-14,36,-
2017-12-14,37,-
2017-12-14,38,-
2017-12-14,39,"HL but TC, LP B"
2017-12-14,40,-
2017-12-14,41,-
2017-12-14,42,"BO, CC BRB, but dojis. BRCH instead of TTRD"
2017-12-14,43,-
2017-12-14,44,-
2017-12-14,45,-
2017-12-14,46,-
2017-12-14,47,"W 77 23, EG 45, but TC, MRV, BBLO"
2017-12-14,48,"BP S but bottom of CH, BB and below LOD"
2017-12-14,49,-
2017-12-14,50,-
2017-12-14,51,"W, DB 46, ok swing B, but prob MRV. Should get back above 23 L since weak BO and now EG 45"
2017-12-14,52,"L2 48 but BLB, BB LOD"
2017-12-14,53,-
2017-12-14,54,-
2017-12-14,55,"W 23 46 but doji, TC, CC big BRB"
2017-12-14,56,-
2017-12-14,57,-
2017-12-14,58,"MDT, AIS, but BLB"
2017-12-14,59,-
2017-12-14,60,-
2017-12-14,61,-
2017-12-14,62,"L1 but huge SX, SS2, PL"
2017-12-14,63,"huge SX 59 60, PL, bull ib, AIBRE, ok swing B for test 59 SX H"
2017-12-14,64,-
2017-12-14,65,-
2017-12-14,66,-
2017-12-14,67,"L2 62 at MA, but 3 good BLB, LPS, poss AIL with BB for test above 59 SX H"
2017-12-14,68,-
2017-12-14,69,"L2 at MA, ok swing S, but prob TR, poss BB. Ok to exit longs since might test 64 L"
2017-12-14,70,-
2017-12-14,71,"HL MTR but small, ok swing B for test 59 SX H"
2017-12-15,1,"Big GU but doji. HOY is ledge so MGA. 60ma, ma, and 75 H is SP for ORV up"
2017-12-15,2,-
2017-12-15,3,"H1 but bear doji, 3 dojis, SA for test down to SP"
2017-12-15,4,-
2017-12-15,5,"f BO 60ma and Y BR CH 2es, but AIL, TTR, HPW"
2017-12-15,6,"MDB but BRB, far above MA, TTR, HPW"
2017-12-15,7,-
2017-12-15,8,-
2017-12-15,9,-
2017-12-15,10,"big bull BO, poss 2LT"
2017-12-15,11,"2LT, bear IB COL, DT ATL, F BO HOY, PH. Still AIL, but might test BOP at HOY and enter TR. BR TR less likely"
2017-12-15,12,-
2017-12-15,13,-
2017-12-15,14,-
2017-12-15,15,-
2017-12-15,16,-
2017-12-15,17,-
2017-12-15,18,"MDB test HOY, 50% PB, COB, AIL, should test 10 C since reasonable BTC"
2017-12-15,19,-
2017-12-15,20,-
2017-12-15,21,-
2017-12-15,22,"4 cc BLB, AIL, BTC"
2017-12-15,23,-
2017-12-15,24,-
2017-12-15,25,-
2017-12-15,26,"f BO, W 1 10, PH, but 2t tail, AIL, SS2"
2017-12-15,27,-
2017-12-15,28,"H1 but LBRM, SA 25. Poss more SW. AIL, odds favor 3rd LU with 10 and 25, but might need H2 around MA"
2017-12-15,29,-
2017-12-15,30,-
2017-12-15,31,-
2017-12-15,32,-
2017-12-15,33,"LH, but MRV, BB. Odds favor 3rd LU, but might get DB 28 near MA 1st"
2017-12-15,34,-
2017-12-15,35,-
2017-12-15,36,-
2017-12-15,37,-
2017-12-15,38,-
2017-12-15,39,-
2017-12-15,40,-
2017-12-15,41,"W 10 25 2es, top of TTR, PH, but AIL, LPS, BB around MA. If BR going to get RD, they need strong RV soon since if starts much after 10 am, odds are against big RV"
2017-12-15,42,-
2017-12-15,43,-
2017-12-15,44,-
2017-12-15,45,-
2017-12-15,46,"20GB B, W 38 42, MMTA. TTR, but odds favor up. Might be SA 1 – 2 pts above 41 and at MMT, but easier to make money Bg PBs"
2017-12-15,47,"20GB B, COH, AIBL B again"
2017-12-15,48,-
2017-12-15,49,-
2017-12-15,50,-
2017-12-15,51,-
2017-12-15,52,-
2017-12-15,53,-
2017-12-15,54,-
2017-12-15,55,-
2017-12-15,56,"F BO but 10 BBLMC, BB"
2017-12-15,57,-
2017-12-15,58,-
2017-12-15,59,-
2017-12-15,60,"MDT 55, COL, AIBLE below"
2017-12-15,61,"BP B, but TTR, far above MA. Prob will get bigger PB before eod, like 3 – 4 pts, but still better to B PB than S rallies since SPBL. Ok to wait for 3 pt PB before Bg again"
2017-12-15,62,"MDT 59, should get 3 pt PB before EOD, but TBLCH, MRV, better to B PB around MA"
2017-12-15,63,-
2017-12-15,64,-
2017-12-15,65,-
2017-12-15,66,"H2 at MA, SPBL, ok B but only 11t PB and prob will have 12 – 16t PB before EOD"
2017-12-15,67,-
2017-12-15,68,-
2017-12-15,69,-
2017-12-15,70,"F BO but 3 BLB, strong SPBL, NPS"
2017-12-18,1,"Big GU, C above MP, PL, ok B, but tail, small body, poss early TR"
2017-12-18,2,-
2017-12-18,3,"F BO HOY, PH, but cc BLB, big GU, tail, AIL, LPS. Might go SD to near MA and L of 1 for poss DB"
2017-12-18,4,-
2017-12-18,5,-
2017-12-18,6,"H1, AIL, but 3 BRB, early TTR, LP B, still might test L of 1 and MA"
2017-12-18,7,-
2017-12-18,8,-
2017-12-18,9,-
2017-12-18,10,"f BO HOY 2es, PH, but TTR, AIL, BB around 6 L, 1 L, and MA, btw"
2017-12-18,11,-
2017-12-18,12,-
2017-12-18,13,-
2017-12-18,14,-
2017-12-18,15,"H2 but 5 BRB, too far above MA, btw"
2017-12-18,16,-
2017-12-18,17,-
2017-12-18,18,-
2017-12-18,19,-
2017-12-18,20,"H2, BLB, but still too far above MA, btw"
2017-12-18,21,-
2017-12-18,22,-
2017-12-18,23,"20GB B, ok swing B, AIL, but almost 50% chance of BR BO below BLF"
2017-12-18,24,-
2017-12-18,25,"another BLB, AIL, ok B for TRES up, but TTR, HPW. BL need 3 – 4 small BLB, or 2 big BLB for TRES up for swing"
2017-12-18,26,-
2017-12-18,27,-
2017-12-18,28,-
2017-12-18,29,-
2017-12-18,30,-
2017-12-18,31,-
2017-12-18,32,-
2017-12-18,33,"LH MTR, but 10 BBLMC so MRV, not MTR. More TR likely so poss deep PB"
2017-12-18,34,-
2017-12-18,35,-
2017-12-18,36,-
2017-12-18,37,"H2 BLF just above MA, TGTA MMU from Y range, 17t above 23 B SB, and 2700 BRN. But, 3 dojis, poss top of TR, stop below 22, unlikely to get big rally since small day for 3 hours"
2017-12-18,38,-
2017-12-18,39,-
2017-12-18,40,-
2017-12-18,41,-
2017-12-18,42,-
2017-12-18,43,-
2017-12-18,44,"WBLF 37 41, AIL, but TC, middle of small day, need stop below 22, btw"
2017-12-18,45,-
2017-12-18,46,-
2017-12-18,47,"another WBLF B, but TC, HPW. Still endless PB and early BRT, but BR need strong BO below 22 L NL of DT, and unlikely at 10 am in Small Day"
2017-12-18,48,-
2017-12-18,49,-
2017-12-18,50,-
2017-12-18,51,-
2017-12-18,52,-
2017-12-18,53,-
2017-12-18,54,-
2017-12-18,55,-
2017-12-18,56,-
2017-12-18,57,-
2017-12-18,58,"WBLF, HL, BZ since bottom of TR, but TC and small day, LP B with stop orders"
2017-12-18,59,-
2017-12-18,60,-
2017-12-18,61,-
2017-12-18,62,-
2017-12-18,63,-
2017-12-18,64,-
2017-12-18,65,-
2017-12-18,66,-
2017-12-18,67,-
2017-12-18,68,"LH but AIL, middle of TTR, LP S. BR want C below O to create BR RD"
2017-12-19,1,"BRB in Y TR, PH, SS2"
2017-12-19,2,"cc BRB, AIS, but tails, prob BB LOY, but poss MMD to Fri H and 60ma."
2017-12-19,3,"big BRB, STC, but poss BB LOY"
2017-12-19,4,-
2017-12-19,5,"f BO LOY, PL, but tail, BB2, SA around MA and 50% PB"
2017-12-19,6,"tail at C of 4, DBR, but AIS"
2017-12-19,7,-
2017-12-19,8,"L1 but 4 bars with big tails, prob BB and LOD. Deciding between MMD to Friday’s high and reversal up above HOY for OU day"
2017-12-19,9,-
2017-12-19,10,-
2017-12-19,11,-
2017-12-19,12,"f BO LOY 2eb, PL, 9t, but doji, AIS, 4 BRB, BB2"
2017-12-19,13,-
2017-12-19,14,-
2017-12-19,15,-
2017-12-19,16,-
2017-12-19,17,"F BO LOY, W, PL, poss OU day, but 1t BLB, TC, MRV"
2017-12-19,18,-
2017-12-19,19,-
2017-12-19,20,"BO S, COL, ok S but prob scalp and TR soon"
2017-12-19,21,"DB with W 5 10, PL, but big bar just below MA, TCH, LPB"
2017-12-19,22,-
2017-12-19,23,-
2017-12-19,24,"BP S at MA, but prob BB and more TR. Ok swing S, AIS"
2017-12-19,25,-
2017-12-19,26,-
2017-12-19,27,-
2017-12-19,28,-
2017-12-19,29,-
2017-12-19,30,-
2017-12-19,31,-
2017-12-19,32,"W 4 14, PL, but TC, just above MMT, 60ma, and Fri H, LPB"
2017-12-19,33,-
2017-12-19,34,-
2017-12-19,35,-
2017-12-19,36,"CCB with 17 W, now H2 32, PL, but 2t above MMD from Y range, 60ma just below, LPB, might get 1 more small leg down to SP"
2017-12-19,37,-
2017-12-19,38,-
2017-12-19,39,-
2017-12-19,40,"CCB, SC BR, prob RV soon, TGA is 26 H top of SX, but doji, just above SP. Missed MMT by 2t so not adequate test. Might get it later in day after 10 – 20 bars SU"
2017-12-19,41,-
2017-12-19,42,"not BRB, so FT after 41 RV, AIL for 2LSU to 26 H. BB"
2017-12-19,43,-
2017-12-19,44,"MG, LH in BRCH, COL, but AIL, BB for 2LSU. Might get deep PB and TR, LBR 34 H should make money"
2017-12-19,45,"H2, AIL, but cc BRB, poss SA for 2LD to HL MTR"
2017-12-19,46,-
2017-12-19,47,"MDT, but AIL, BB"
2017-12-19,48,-
2017-12-19,49,-
2017-12-19,50,"DT 44, 5 BRB COL, ok swing S but AIL, BB. TRSV. Might get deep PB and TR before 2LU"
2017-12-19,51,-
2017-12-19,52,-
2017-12-19,53,-
2017-12-19,54,-
2017-12-19,55,-
2017-12-19,56,-
2017-12-19,57,-
2017-12-19,58,"HL MTR, AIL, but 8 BRB so MRV"
2017-12-19,59,-
2017-12-19,60,"F BO, poss BL trap, but big enough 59 so prob BB. Might test MMD from Y range and 60ma"
2017-12-19,61,-
2017-12-19,62,"cc BRB, might test MMT, but prob BB at 60ma and MMT"
2017-12-19,63,-
2017-12-19,64,-
2017-12-19,65,-
2017-12-19,66,"BP S but BL doji at 60ma. BB, but might C G above Fri H. might reverse up from there"
2017-12-19,67,-
2017-12-19,68,"test Fri H, G stayed open, PW 62 65, 2 day WBF, but BRB, MRV"
2017-12-19,69,-
2017-12-19,70,-
2017-12-19,71,-
2017-12-19,72,"BP B but bear doji, 50% PB, weak rally, LPB"
2017-12-20,1,"big GU but BRB, PH"
2017-12-20,2,"huge BRB, should test LOY"
2017-12-20,3,-
2017-12-20,4,-
2017-12-20,5,-
2017-12-20,6,"DB LOY, test of G above Fri H, ORV up from SP, COH, but big bar so big risk so prob SW"
2017-12-20,7,-
2017-12-20,8,-
2017-12-20,9,"L2, AIS, ok swing S"
2017-12-20,10,-
2017-12-20,11,-
2017-12-20,12,"HL, COH, but small bar after 2 big BRB, AIS, SA, should C G above Fri H"
2017-12-20,13,-
2017-12-20,14,-
2017-12-20,15,-
2017-12-20,16,"f BO LOY, 2LT 5, ET 35 68, PL"
2017-12-20,17,-
2017-12-20,18,"BP S but 3 BLB, BB"
2017-12-20,19,-
2017-12-20,20,-
2017-12-20,21,"L2 18, F BO 19, 60ma, TR likely from LOD to 9 H, but AIL. Might get deep PB to 19 L or LOD"
2017-12-20,22,-
2017-12-20,23,"HL, BT 18 H, AIL, ok B but might get 2LD since TR likely"
2017-12-20,24,-
2017-12-20,25,-
2017-12-20,26,-
2017-12-20,27,-
2017-12-20,28,"ioi, L2 20, 60ma, ok scalp S but AIL. Should test 23 L or 19 L at some point today since TRD likely"
2017-12-20,29,-
2017-12-20,30,-
2017-12-20,31,-
2017-12-20,32,-
2017-12-20,33,"Tri 23 30, AIL, but iii TTR in middle od 2 hour TR, LPB"
2017-12-20,34,-
2017-12-20,35,-
2017-12-20,36,"mdt 34, DT 27, LH in BR CH, but prob TRD, should test 23 L or 19 L. TTR in TRD, LP S, BB 32 and 19"
2017-12-20,37,-
2017-12-20,38,-
2017-12-20,39,"F BO 32, HL MTR but only 3 bars down so might be MRV. Ok swing B since 2LD from 27"
2017-12-20,40,-
2017-12-20,41,"DT PB, but AIL so more likely PB from BO from 39 HL MTR, BB"
2017-12-20,42,"BP B, room to 9 H, AIL, ok B"
2017-12-20,43,-
2017-12-20,44,-
2017-12-20,45,-
2017-12-20,46,-
2017-12-20,47,-
2017-12-20,48,-
2017-12-20,49,"F BO 36, big L2 27, DT 9, SCT 40 45, AIL, but TC, MRV. Should test ma and 36 H"
2017-12-20,50,-
2017-12-20,51,-
2017-12-20,52,-
2017-12-20,53,-
2017-12-20,54,-
2017-12-20,55,-
2017-12-20,56,-
2017-12-20,57,"H2 54, HL, but 8 BBR, BB2"
2017-12-20,58,-
2017-12-20,59,-
2017-12-20,60,-
2017-12-20,61,-
2017-12-20,62,"BP S, TC, but small bars, TRD, near LOY and bottom of 2 day TR. Bears want COD below Fri H"
2017-12-20,63,-
2017-12-20,64,-
2017-12-20,65,"BP S, BRB, but TRD so often falls below one HL 38 and not other 19. BB"
2017-12-20,66,-
2017-12-20,67,-
2017-12-20,68,-
2017-12-20,69,"HL but TC down, at magnet of LOY and Fri H, prob LOM for rest of day"
2017-12-21,1,"big GU BR doji, should test down to MA"
2017-12-21,2,-
2017-12-21,3,"ORV but AIS, doji, room to MA, SA. Odds favor ORV U from around MA, but need better B. prob TRO for 1 – 2 hours. Prob SU day"
2017-12-21,4,-
2017-12-21,5,-
2017-12-21,6,"ORV at MA, H2, PL, but tail, big BRB, prob TRO. Still might test COY"
2017-12-21,7,-
2017-12-21,8,-
2017-12-21,9,-
2017-12-21,10,-
2017-12-21,11,"BO above ledge, DT. AIL but weak rally, prob weak swing up or just TR. 60% chance 6 will remain LOD"
2017-12-21,12,-
2017-12-21,13,-
2017-12-21,14,-
2017-12-21,15,"2LT but BLB, BB. Might dip below 13 BX L and form TR. 70% chance 6 will be LOD. BTC, odds favor test of HOY, but MDT so prob PB 1st."
2017-12-21,16,-
2017-12-21,17,-
2017-12-21,18,-
2017-12-21,19,-
2017-12-21,20,"H2, AIL, poss W rally to HOY, ok B, but prob DBL at 15 C, then more SW"
2017-12-21,21,-
2017-12-21,22,-
2017-12-21,23,-
2017-12-21,24,FT after BO but SA HOD for poss W top
2017-12-21,25,-
2017-12-21,26,-
2017-12-21,27,"BP B but BRB, W, SA"
2017-12-21,28,"W 1 14, MDT, but BLB, TC, MRV for test MA or 20 L"
2017-12-21,29,-
2017-12-21,30,-
2017-12-21,31,-
2017-12-21,32,"3 cc BRB, SA, TR"
2017-12-21,33,-
2017-12-21,34,-
2017-12-21,35,"MDB, AIL, ok B but SA, TR, maybe 2LD to 20 L"
2017-12-21,36,-
2017-12-21,37,-
2017-12-21,38,-
2017-12-21,39,-
2017-12-21,40,-
2017-12-21,41,"f BO below TTR Tri, should test HOY, ok B"
